X	Y	Red	Green	Blue
1296	487	161	160	165
1297	487	160	159	164
1298	487	161	158	165
1299	487	160	157	164
1300	487	162	160	163
1301	487	159	157	160
1302	487	153	151	154
1303	487	156	154	157
1304	487	158	156	161
1305	487	161	159	164
1306	487	161	160	165
1307	487	160	159	164
1308	487	159	159	161
1309	487	157	157	159
1310	487	157	156	161
1311	487	158	157	162
1312	487	159	159	161
1313	487	158	158	160
1314	487	161	160	165
1315	487	161	160	165
1316	487	163	160	167
1317	487	163	160	167
1318	487	160	157	164
1319	487	160	157	164
1320	487	161	158	165
1321	487	162	159	166
1322	487	162	161	169
1323	487	163	162	170
1324	487	163	162	170
1325	487	165	164	172
1326	487	162	159	166
1327	487	161	158	165
1328	487	159	158	164
1329	487	158	157	163
1330	487	158	155	164
1331	487	156	153	162
1332	487	155	153	158
1333	487	158	156	161
1334	487	155	153	154
1335	487	159	157	160
1336	487	155	154	159
1337	487	153	152	158
1338	487	165	164	170
1339	487	163	162	168
1340	487	156	155	160
1341	487	155	154	160
1342	487	156	153	162
1343	487	158	155	166
1344	487	156	155	161
1345	487	157	156	162
1346	487	157	156	161
1347	487	157	156	161
1348	487	158	158	160
1349	487	154	153	158
1350	487	151	150	155
1351	487	150	149	157
1352	487	154	152	163
1353	487	157	155	168
1354	487	159	157	171
1355	487	158	156	169
1356	487	162	159	170
1357	487	163	160	169
1358	487	159	157	162
1359	487	157	155	160
1360	487	158	157	162
1361	487	160	159	164
1362	487	161	160	165
1363	487	158	157	162
1364	487	159	158	163
1365	487	161	160	165
1366	487	161	158	165
1367	487	160	157	164
1368	487	159	156	165
1369	487	157	154	163
1370	487	163	160	169
1371	487	164	161	170
1372	487	161	160	166
1373	487	160	159	165
1374	487	157	156	162
1375	487	152	149	156
1376	487	156	153	160
1377	487	161	156	163
1378	487	158	157	165
1379	487	157	156	164
1380	487	159	158	164
1381	487	160	159	165
1382	487	158	157	162
1383	487	156	155	160
1384	487	156	153	160
1385	487	157	154	161
1386	487	158	157	162
1387	487	158	157	162
1388	487	157	156	161
1389	487	158	157	162
1390	487	160	157	164
1391	487	160	157	164
1392	487	160	159	165
1393	487	159	158	164
1394	487	158	157	163
1395	487	159	158	164
1396	487	159	158	164
1397	487	160	159	165
1398	487	159	158	163
1399	487	159	158	163
1400	487	159	158	164
1401	487	158	157	163
1402	487	157	156	161
1403	487	160	159	164
1404	487	164	164	166
1405	487	162	162	164
1406	487	161	161	163
1407	487	162	162	164
1408	487	160	159	164
1409	487	160	159	164
1410	487	162	161	167
1411	487	161	160	166
1412	487	160	159	164
1413	487	158	157	162
1414	487	158	157	162
1415	487	158	157	162
1416	487	159	156	163
1417	487	161	158	165
1418	487	162	159	168
1419	487	163	160	169
1420	487	165	162	169
1421	487	163	160	167
1422	487	160	159	164
1423	487	161	160	165
1424	487	161	160	165
1425	487	160	159	165
1426	487	162	159	166
1427	487	163	160	169
1428	487	163	162	168
1429	487	164	163	169
1430	487	164	163	169
1431	487	161	158	165
1432	487	155	152	159
1433	487	156	151	158
1434	487	161	156	162
1435	487	162	157	163
1436	487	159	159	161
1437	487	158	158	160
1438	487	157	156	161
1439	487	161	160	165
1440	487	159	158	164
1441	487	159	158	164
1442	487	163	162	167
1443	487	163	162	167
1444	487	161	160	166
1445	487	160	159	165
1446	487	157	154	163
1447	487	157	154	163
