X	Y	Red	Green	Blue
1350	1241	88	113	167
1351	1241	89	114	168
1352	1241	89	116	169
1353	1241	90	117	170
1354	1241	88	116	164
1355	1241	87	115	163
1356	1241	89	116	163
1357	1241	86	112	161
1358	1241	87	110	160
1359	1241	88	111	163
1360	1241	86	112	163
1361	1241	87	113	164
1362	1241	87	115	165
1363	1241	88	116	166
1364	1241	86	114	164
1365	1241	76	104	154
1366	1241	81	108	161
1367	1241	87	114	167
1368	1241	86	114	164
1369	1241	86	114	164
1370	1241	85	111	162
1371	1241	84	109	163
1372	1241	76	101	155
1373	1241	79	104	160
1374	1241	85	110	164
1375	1241	87	112	166
1376	1241	86	111	165
1377	1241	88	113	167
1378	1241	87	115	163
1379	1241	87	115	163
1380	1241	86	114	162
1381	1241	86	114	162
1382	1241	87	113	162
1383	1241	86	112	161
1384	1241	85	112	159
1385	1241	87	114	161
1386	1241	86	113	160
1387	1241	84	111	158
1388	1241	87	114	161
1389	1241	87	114	161
1390	1241	86	115	159
1391	1241	86	115	159
1392	1241	87	115	162
1393	1241	89	117	164
1394	1241	87	113	162
1395	1241	88	114	163
1396	1241	92	116	164
1397	1241	91	115	163
1398	1241	93	115	162
1399	1241	91	113	160
1400	1241	90	112	161
1401	1241	91	113	163
1402	1241	91	114	164
1403	1241	92	115	167
1404	1241	92	115	167
1405	1241	91	114	166
1406	1241	91	114	164
1407	1241	93	116	166
1408	1241	90	116	165
1409	1241	86	112	163
1410	1241	84	112	162
1411	1241	88	115	168
1412	1241	88	114	163
1413	1241	89	115	164
1414	1241	92	116	162
1415	1241	90	114	160
1416	1241	87	114	161
1417	1241	87	114	161
1418	1241	88	114	163
1419	1241	87	113	162
1420	1241	90	113	163
1421	1241	91	114	164
1422	1241	91	114	164
1423	1241	90	113	165
1424	1241	87	108	161
1425	1241	90	111	166
1426	1241	91	113	163
1427	1241	92	114	164
1428	1241	90	117	164
1429	1241	88	115	162
1430	1241	87	115	163
1431	1241	88	114	163
1432	1241	87	113	162
