X	Y	Red	Green	Blue
482	1228	104	175	161
483	1228	104	175	161
484	1228	102	174	162
485	1228	101	173	161
486	1228	101	173	161
487	1228	102	174	162
488	1228	103	175	163
489	1228	103	175	163
490	1228	102	173	159
491	1228	104	175	161
492	1228	105	176	162
493	1228	107	178	164
494	1228	108	176	165
495	1228	106	174	163
496	1228	105	175	164
497	1228	105	175	164
498	1228	103	173	162
499	1228	106	176	165
500	1228	106	176	165
501	1228	105	175	164
502	1228	102	174	162
503	1228	102	174	162
504	1228	104	176	164
505	1228	103	175	163
506	1228	102	174	162
507	1228	105	177	165
508	1228	105	176	162
509	1228	104	175	161
510	1228	106	177	163
511	1228	106	177	163
512	1228	106	174	161
513	1228	107	175	162
514	1228	106	174	161
515	1228	98	166	153
516	1228	101	169	156
517	1228	108	176	163
518	1228	110	181	167
519	1228	107	178	164
520	1228	105	177	163
521	1228	104	176	162
522	1228	106	177	163
523	1228	109	180	166
524	1228	109	180	166
525	1228	110	181	167
526	1228	110	182	170
527	1228	107	179	167
528	1228	105	177	165
529	1228	104	176	164
530	1228	106	178	164
531	1228	106	178	164
532	1228	106	178	164
533	1228	106	178	164
534	1228	108	180	168
535	1228	110	182	170
536	1228	109	181	170
537	1228	106	178	167
538	1228	102	174	162
539	1228	104	176	164
540	1228	109	179	168
541	1228	111	181	170
542	1228	110	180	169
543	1228	105	175	164
544	1228	104	174	163
545	1228	106	176	165
546	1228	107	177	166
547	1228	107	177	166
548	1228	107	178	164
549	1228	108	179	165
550	1228	106	177	163
551	1228	106	177	163
552	1228	108	178	167
553	1228	109	179	168
554	1228	107	179	167
555	1228	108	180	168
556	1228	106	178	166
557	1228	104	176	164
558	1228	105	177	165
559	1228	106	178	166
560	1228	107	179	167
561	1228	106	178	166
562	1228	104	174	163
563	1228	105	175	164
564	1228	107	175	162
565	1228	106	174	161
566	1228	105	173	160
567	1228	107	175	162
568	1228	109	175	163
569	1228	109	175	163
570	1228	108	176	163
571	1228	108	176	163
572	1228	110	178	167
573	1228	112	180	169
574	1228	112	180	169
575	1228	111	179	168
576	1228	109	176	167
577	1228	107	174	165
578	1228	109	176	167
579	1228	110	177	168
580	1228	109	174	166
581	1228	109	174	166
582	1228	113	178	170
583	1228	112	177	169
584	1228	111	178	169
585	1228	110	177	168
482	1229	105	176	162
483	1229	105	176	162
484	1229	102	174	160
485	1229	101	173	159
486	1229	103	175	163
487	1229	103	175	163
488	1229	104	176	164
489	1229	104	176	164
490	1229	104	175	161
491	1229	104	175	161
492	1229	105	176	162
493	1229	107	178	164
494	1229	108	176	165
495	1229	105	173	162
496	1229	105	175	164
497	1229	104	174	163
498	1229	104	174	163
499	1229	105	175	164
500	1229	106	176	165
501	1229	107	177	166
502	1229	105	175	164
503	1229	103	173	162
504	1229	103	175	163
505	1229	104	176	164
506	1229	103	175	161
507	1229	103	175	161
508	1229	104	175	161
509	1229	102	173	159
510	1229	105	173	160
511	1229	105	173	160
512	1229	103	174	160
513	1229	106	177	163
514	1229	108	176	163
515	1229	103	171	158
516	1229	105	173	162
517	1229	108	176	165
518	1229	107	178	164
519	1229	105	176	162
520	1229	103	175	161
521	1229	103	175	161
522	1229	102	173	159
523	1229	102	173	159
524	1229	106	177	163
525	1229	107	178	164
526	1229	108	178	167
527	1229	109	179	168
528	1229	105	177	163
529	1229	102	174	160
530	1229	104	176	162
531	1229	107	179	165
532	1229	108	180	166
533	1229	107	179	165
534	1229	109	181	169
535	1229	109	181	169
536	1229	110	182	171
537	1229	110	182	171
538	1229	108	180	168
539	1229	107	179	167
540	1229	108	178	167
541	1229	107	177	166
542	1229	109	177	166
543	1229	108	176	165
544	1229	107	177	166
545	1229	107	177	166
546	1229	107	177	166
547	1229	106	176	165
548	1229	104	175	161
549	1229	105	176	162
550	1229	109	177	164
551	1229	110	178	165
552	1229	105	173	162
553	1229	105	173	162
554	1229	104	174	163
555	1229	105	175	164
556	1229	105	177	165
557	1229	104	176	164
558	1229	105	175	164
559	1229	106	176	165
560	1229	104	178	165
561	1229	104	178	165
562	1229	102	174	160
563	1229	103	175	161
564	1229	105	176	162
565	1229	105	176	162
566	1229	107	175	162
567	1229	105	173	160
568	1229	106	174	161
569	1229	108	176	163
570	1229	107	175	162
571	1229	109	177	164
572	1229	112	180	169
573	1229	112	180	169
574	1229	112	180	169
575	1229	113	181	170
576	1229	111	179	168
577	1229	108	176	165
578	1229	111	179	168
579	1229	111	179	168
580	1229	110	175	167
581	1229	110	175	167
582	1229	108	175	166
583	1229	108	175	166
584	1229	107	175	164
585	1229	106	174	163
482	1230	105	176	162
483	1230	105	176	162
484	1230	105	176	162
485	1230	106	177	163
486	1230	107	179	167
487	1230	107	179	167
488	1230	103	173	162
489	1230	103	173	162
490	1230	106	177	163
491	1230	104	175	161
